comment,likes,replies,engagement,label,length,clean_comment,label_id
tanpa kalian sadari ini akun tentang bencana alam,0,0,0,positif,49,tanpa kalian sadari ini akun tentang bencana alam,2
makin shock kalo liat ada yg versi di visualin gini,0,0,0,positif,51,makin shock kalo liat ada yg versi di visualin gini,2
nah kan signal eror ini pasti,0,0,0,negatif,29,nah kan signal eror ini pasti,0
 rr aqila  raii  linaputri  when  rafa mksh  kopiuuuuuu mansss   aja rafa kalcer  hann hannn  syyy,0,0,0,netral,98,rr aqila raii linaputri when rafa mksh kopiuuuuuu mansss aja rafa kalcer hann hannn syyy,1
 ngne ki o,0,0,0,positif,10,ngne ki o,2
taxi yg salah,0,0,0,negatif,13,taxi yg salah,0
signal error rasanya gak tepat saat kejadian taksi tertemper kalo gak salah kajj sudah lewat signal hijau di stasiun bekasi otomatis kecelakaan sudah tidak terelakkan karena jarak antara stasiun bekasi dan stasiun bekasi timur itu cuma  menit dan kajj berjalan dengan kecepatan  km per jam tentu saja waktunya tidak cukup untuk masinis bereaksi karena tiba baru keliatan signal merah di stasiun bekasi timur,0,0,0,netral,407,signal error rasanya gak tepat saat kejadian taksi tertemper kalo gak salah kajj sudah lewat signal hijau di stasiun bekasi otomatis kecelakaan sudah tidak terelakkan karena jarak antara stasiun bekasi dan stasiun bekasi timur itu cuma menit dan kajj berjalan dengan kecepatan km per jam tentu saja waktunya tidak cukup untuk masinis bereaksi karena tiba baru keliatan signal merah di stasiun bekasi timur,1
gatau lagi aku baca komenan makin plenger rasanya yang nyalahin kai ini gimana konsep nya jir,0,0,0,netral,93,gatau lagi aku baca komenan makin plenger rasanya yang nyalahin kai ini gimana konsep nya jir,1
"mungkin sdh takdir nya begitu
dan ambil hikmahnya saja dr kejadian ini bukan saling menyalahkan ",0,0,0,positif,96,mungkin sdh takdir nya begitu dan ambil hikmahnya saja dr kejadian ini bukan saling menyalahkan,2
kemalangan membabitkan  keretapi  teksi,0,0,0,netral,39,kemalangan membabitkan keretapi teksi,1
kendaraan listrik unk kebaikan kah,0,0,0,netral,34,kendaraan listrik unk kebaikan kah,1
harusnya ada komunikasi lh y antra stasiun yg nmbrak pling blkng,0,0,0,netral,64,harusnya ada komunikasi lh y antra stasiun yg nmbrak pling blkng,1
kalo taxi nya ga mogok pasti ga ada tabrakan,0,0,0,negatif,44,kalo taxi nya ga mogok pasti ga ada tabrakan,0
tentu taxi yg salah apa lg itu taxi mbl listrikklu kereta lewat tentu mati gak bakalan bs jln krn kereta ada magnetya benr jare dewek bae lah,0,0,0,negatif,141,tentu taxi yg salah apa lg itu taxi mbl listrikklu kereta lewat tentu mati gak bakalan bs jln krn kereta ada magnetya benr jare dewek bae lah,0
lain kali bisa ga sih kereta langsung tabrak aja kalo ada yg ngalangin toh pasti keseret juga daripada gini pihak supir g mau di derek harus dari,0,1,1,negatif,145,lain kali bisa ga sih kereta langsung tabrak aja kalo ada yg ngalangin toh pasti keseret juga daripada gini pihak supir g mau di derek harus dari,0
kalo g ada taksi disitu dan ga mau diderek langsung g akan kejadian paling penting g akan kejadian kalo g main terobos kereta mau lewat loh ngalah,0,1,1,negatif,146,kalo g ada taksi disitu dan ga mau diderek langsung g akan kejadian paling penting g akan kejadian kalo g main terobos kereta mau lewat loh ngalah,0
kereta yg ke tabrak lagi nunggu jalur bersih gara gara taksi akhirnya keretanya ke tabrak dari belakang,0,0,0,negatif,103,kereta yg ke tabrak lagi nunggu jalur bersih gara gara taksi akhirnya keretanya ke tabrak dari belakang,0
kenapa ga dibikinin jembatan aja ya jadi kendaraan mobil motor lewat ngatasin kereta,0,0,0,positif,84,kenapa ga dibikinin jembatan aja ya jadi kendaraan mobil motor lewat ngatasin kereta,2
"kecelakaan beruntun di jalur yang berbeda ini adalah kesalahan fatal dalam operasional perkeretaapian secara logika hukum dan sop standar operasional prosedur jika kereta b sedang berhenti menunggu lalu ditabrak oleh kereta c dari belakang maka kesalahan hampir seluruhnya terletak pada sistem dan personel yang mengatur pergerakan kereta tersebutini sangat spesifik dan merupakan pelanggaran berat terhadap aturan ruang bebas dan sistem blok persinyalan dalam dunia perkeretaapian jalur kereta bukan milik satu jenis kereta saja krl atau ka jarak jauh melainkan jalur bersama yang diatur oleh satu sistem pusat
jika kereta api indonesia ka jarak jauhkajjar sebagai kereta c menabrak krl sebagai kereta b yang sedang berhenti di jalur yang sama berikut adalah analisis logikanya
 masalah utama pelanggaran sistem blok
sistem kereta api menggunakan blok mutlak artinya di dalam satu petak rel misal antara stasiun a dan stasiun b hanya boleh ada satu rangkaian kereta
logikanya kereta b krl sudah ada di dalam blok tersebut maka sinyal di belakang kereta b secara otomatis pasti berubah jadi merah
kesimpulan kereta c ka jarak jauh seharusnya tidak bisa masuk ke blok itu jika dia masuk dan menabrak artinya ada yang melanggar tanda berhenti sinyal merah
 siapa yang salah dalam skenario ini
berdasarkan aturan operasi ada tiga kemungkinan penyebab utama
masinis kereta c ka jarak jauh paling bersalah jika sinyal di belakang krl sudah merah namun masinis ka jarak jauh tetap melaju mungkin karena mengantuk kurang konsentrasi atau mengabaikan sinyal maka dia adalah penyebab utama kecelakaan
petugas pengatur perjalanan kereta api ppka jika krl kereta b berhenti karena ada hambatan di depannya ppka seharusnya memastikan jalur di belakangnya tertutup jika ppka memberikan izin lampu hijau kepada ka jarak jauh padahal di depannya masih ada krl maka ppka adalah pihak yang paling bertanggung jawab secara hukum
kesalahan teknis sinyal jika sistem interlocking pengunci sinyal rusak sehingga kereta di belakang tidak mendeteksi adanya kereta di depannya namun hal ini sangat jarang terjadi karena sistem kereta di",0,0,0,netral,2112,kecelakaan beruntun di jalur yang berbeda ini adalah kesalahan fatal dalam operasional perkeretaapian secara logika hukum dan sop standar operasional prosedur jika kereta b sedang berhenti menunggu lalu ditabrak oleh kereta c dari belakang maka kesalahan hampir seluruhnya terletak pada sistem dan personel yang mengatur pergerakan kereta tersebutini sangat spesifik dan merupakan pelanggaran berat terhadap aturan ruang bebas dan sistem blok persinyalan dalam dunia perkeretaapian jalur kereta bukan milik satu jenis kereta saja krl atau ka jarak jauh melainkan jalur bersama yang diatur oleh satu sistem pusat jika kereta api indonesia ka jarak jauhkajjar sebagai kereta c menabrak krl sebagai kereta b yang sedang berhenti di jalur yang sama berikut adalah analisis logikanya masalah utama pelanggaran sistem blok sistem kereta api menggunakan blok mutlak artinya di dalam satu petak rel misal antara stasiun a dan stasiun b hanya boleh ada satu rangkaian kereta logikanya kereta b krl sudah ada di dalam blok tersebut maka sinyal di belakang kereta b secara otomatis pasti berubah jadi merah kesimpulan kereta c ka jarak jauh seharusnya tidak bisa masuk ke blok itu jika dia masuk dan menabrak artinya ada yang melanggar tanda berhenti sinyal merah siapa yang salah dalam skenario ini berdasarkan aturan operasi ada tiga kemungkinan penyebab utama masinis kereta c ka jarak jauh paling bersalah jika sinyal di belakang krl sudah merah namun masinis ka jarak jauh tetap melaju mungkin karena mengantuk kurang konsentrasi atau mengabaikan sinyal maka dia adalah penyebab utama kecelakaan petugas pengatur perjalanan kereta api ppka jika krl kereta b berhenti karena ada hambatan di depannya ppka seharusnya memastikan jalur di belakangnya tertutup jika ppka memberikan izin lampu hijau kepada ka jarak jauh padahal di depannya masih ada krl maka ppka adalah pihak yang paling bertanggung jawab secara hukum kesalahan teknis sinyal jika sistem interlocking pengunci sinyal rusak sehingga kereta di belakang tidak mendeteksi adanya kereta di depannya namun hal ini sangat jarang terjadi karena sistem kereta di,1
bener siih itu kalo taksinya nggak nerobos otomatis kereta yang pertama nggak berhenti krl nya nggak ikut berhenti juga,0,0,0,negatif,119,bener siih itu kalo taksinya nggak nerobos otomatis kereta yang pertama nggak berhenti krl nya nggak ikut berhenti juga,0
kereta yg nabrak taksi yg arah jakarta ya,0,0,0,netral,41,kereta yg nabrak taksi yg arah jakarta ya,1
hah gimana gimana ,0,0,0,netral,18,hah gimana gimana,1
gw sekarang klo mau naek krl duduk di tengah aj da,0,0,0,netral,50,gw sekarang klo mau naek krl duduk di tengah aj da,1
astagfirullohaldziim innanilahi wainnailahirojiuun semua sdh tercatat di lauh mahfudz ,0,0,0,positif,86,astagfirullohaldziim innanilahi wainnailahirojiuun semua sdh tercatat di lauh mahfudz,2
kereta ke  nurunin penumpang,0,1,1,netral,28,kereta ke nurunin penumpang,1
sempet turun ga penumpang yg di krl,0,0,0,netral,35,sempet turun ga penumpang yg di krl,1
gini ges sinyal tu kita g tau apa mau ny ya jdi jgn nylhn bgian kereta titik salah ini si taksi ny kalau taksi ny g gini pasti semua lncr ges krna kita g bisa selalu berharap sinyal tu bagus bisa si d cek atau perbaiki tapi tidak sbntr ya ges dan ini pun sinyal ny eror pas di pertnghn jln kn jdi ya gitu lah yg phm aja,0,0,0,negatif,319,gini ges sinyal tu kita g tau apa mau ny ya jdi jgn nylhn bgian kereta titik salah ini si taksi ny kalau taksi ny g gini pasti semua lncr ges krna kita g bisa selalu berharap sinyal tu bagus bisa si d cek atau perbaiki tapi tidak sbntr ya ges dan ini pun sinyal ny eror pas di pertnghn jln kn jdi ya gitu lah yg phm aja,0
signal eror krn ada tabrakan di depan kah kan katanya kl ada yg mogok di rel itu sistem jd eror yah,0,0,0,netral,99,signal eror krn ada tabrakan di depan kah kan katanya kl ada yg mogok di rel itu sistem jd eror yah,1
 kandani enek  kereta kok,0,1,1,negatif,25,kandani enek kereta kok,0
intinya taxi yg salah,0,0,0,negatif,21,intinya taxi yg salah,0
misalkan argo bromo nabrak di sekitarnya bektim berarti taksi yg ketabrak kereta pertama di daerah mana ya,0,0,0,netral,106,misalkan argo bromo nabrak di sekitarnya bektim berarti taksi yg ketabrak kereta pertama di daerah mana ya,1
"ya allah 
nengok video simulasi ny aja udah gemeter gmn yg ngalami langsung  ya allah semoga engkau mudahkan segala urusan ny utk semua korban baik yg msh berjuang ataupun yg sdh berpulang kepada mu ya allah swt ",0,0,0,positif,212,ya allah nengok video simulasi ny aja udah gemeter gmn yg ngalami langsung ya allah semoga engkau mudahkan segala urusan ny utk semua korban baik yg msh berjuang ataupun yg sdh berpulang kepada mu ya allah swt,2
jadi korban itu semua ada di kereta kedua kan dan ditabrak kereta ketiga,0,0,0,netral,72,jadi korban itu semua ada di kereta kedua kan dan ditabrak kereta ketiga,1
so ni salah teksi ke pasal tren collision kat stesen ni patutla incident besar mcm tu ,0,1,1,netral,86,so ni salah teksi ke pasal tren collision kat stesen ni patutla incident besar mcm tu,1
masalahnya yg saya pikirkan apakah gada rem darurat atau masinis yg ada kan bisa lihat jarak di depan nya,0,2,2,netral,105,masalahnya yg saya pikirkan apakah gada rem darurat atau masinis yg ada kan bisa lihat jarak di depan nya,1
mau siapapun itu plis lah lebih mikir lagi buat nerobos rel kl mau ada kereta lewat ga rugi kok sabar berapa menit gabakal bikin ancur idup sabar tuh,0,0,0,positif,149,mau siapapun itu plis lah lebih mikir lagi buat nerobos rel kl mau ada kereta lewat ga rugi kok sabar berapa menit gabakal bikin ancur idup sabar tuh,2
happy k followers bg,0,0,0,netral,20,happy k followers bg,1
iq gua turun anjir ngeliat komen  oon bgt yg nyalahin kai org jelas yg salah taxi bodoh itu njir pdhl kai punya jalur sendiri cok,0,2,2,negatif,129,iq gua turun anjir ngeliat komen oon bgt yg nyalahin kai org jelas yg salah taxi bodoh itu njir pdhl kai punya jalur sendiri cok,0
kak bantu buat mkan aja k dana,0,0,0,netral,30,kak bantu buat mkan aja k dana,1
berrti argo nambrak kreta yg bukan kreta nabrak taxi ya ka,0,0,0,netral,58,berrti argo nambrak kreta yg bukan kreta nabrak taxi ya ka,1
sistem error nyawa orang pun hilang ,0,0,0,negatif,36,sistem error nyawa orang pun hilang,0
bingung gue komen an disini kok mostly akun akun yang gajelas,0,0,0,netral,61,bingung gue komen an disini kok mostly akun akun yang gajelas,1
pihak taxi harus ganti rugi full biar jadi contoh untuk perusahaan lain kaya truk bis dll kalo ga gtu keterusan kejadian kaya gni,0,0,0,negatif,129,pihak taxi harus ganti rugi full biar jadi contoh untuk perusahaan lain kaya truk bis dll kalo ga gtu keterusan kejadian kaya gni,0
intinya sama sama salah,0,0,0,netral,23,intinya sama sama salah,1
itu gran xm ngapain brhnti disitu y,0,0,0,negatif,35,itu gran xm ngapain brhnti disitu y,0
gmna keadaan masinisnya yaa  ,0,2,2,positif,29,gmna keadaan masinisnya yaa,2
kalau krl yg dari jakarta lanjut mungkin tdk akan terjadi kenapa harus berhenti padajjalur dia aman,0,0,0,negatif,99,kalau krl yg dari jakarta lanjut mungkin tdk akan terjadi kenapa harus berhenti padajjalur dia aman,0
mobil yg salah kata w mah jngn salahin ke dua keretanya namanya u lg ngendarain kendaraan yg gk bisa ngerem mendadak kaya motor mobil ya alhirnya terjadilah masinisnya jg kn gk tau  inalilahiwainailahi rojiun bagi korban yg md smoga allah masukan ke syurganya yg luka smoga bisa pulih kembali aamiinturut berduka dan prihatin,0,0,0,negatif,325,mobil yg salah kata w mah jngn salahin ke dua keretanya namanya u lg ngendarain kendaraan yg gk bisa ngerem mendadak kaya motor mobil ya alhirnya terjadilah masinisnya jg kn gk tau inalilahiwainailahi rojiun bagi korban yg md smoga allah masukan ke syurganya yg luka smoga bisa pulih kembali aamiinturut berduka dan prihatin,0
 ngh gii quyt vn  php l vi green sm,0,0,0,netral,35,ngh gii quyt vn php l vi green sm,1
atc nya gmn,0,0,0,netral,11,atc nya gmn,1
ini kaya domino effect ga sih,0,0,0,netral,29,ini kaya domino effect ga sih,1
berarti itu ada dua krl ya yang satu nabrak taxi yang satu lagi di tabrak kereta api,0,0,0,netral,84,berarti itu ada dua krl ya yang satu nabrak taxi yang satu lagi di tabrak kereta api,1
tenyata masalahnya kompleks yaaaa,0,0,0,netral,33,tenyata masalahnya kompleks yaaaa,1
merinding aku liatnya ,0,0,0,positif,22,merinding aku liatnya,2
mobil mati karena arus dinamo lokomotif setidaknya dalam radius  kilometer dia bisa menjalar ke rel dan palang sudah berbunyi saat kereta jarak  menit sebelum kereta sampailewat jaraknya  kilometer dan untuk  setidaknya pt kai inisiatif memberi tanda juga atau setidaknya tanda dulu ataupun bisa juga dengan banyak cara,0,0,0,negatif,319,mobil mati karena arus dinamo lokomotif setidaknya dalam radius kilometer dia bisa menjalar ke rel dan palang sudah berbunyi saat kereta jarak menit sebelum kereta sampailewat jaraknya kilometer dan untuk setidaknya pt kai inisiatif memberi tanda juga atau setidaknya tanda dulu ataupun bisa juga dengan banyak cara,0
innalilahi wa innailaihi rojiun ,0,0,0,positif,32,innalilahi wa innailaihi rojiun,2
kasian gerbong pling belakang,0,0,0,positif,29,kasian gerbong pling belakang,2
yaudah woi aku yang salah  otw jembatan cangar nih ,0,0,0,netral,51,yaudah woi aku yang salah otw jembatan cangar nih,1
mau menhub mundur tak,0,0,0,negatif,21,mau menhub mundur tak,0
jadi kesimpulanx kl ada kendaraan nerobos mogok ga bisa diapain yadiemin aja ga perlu ada khusus petugas utk prevensi hal ginicoba kai simulasi,0,1,1,netral,143,jadi kesimpulanx kl ada kendaraan nerobos mogok ga bisa diapain yadiemin aja ga perlu ada khusus petugas utk prevensi hal ginicoba kai simulasi,1
ini berarti ada  kereta yang berhenti di waktu yang sama,0,0,0,netral,56,ini berarti ada kereta yang berhenti di waktu yang sama,1
klo sy jdi supir taxi itu nyesel seumur hidup udah bikin org bnyak celaka,0,0,0,negatif,73,klo sy jdi supir taxi itu nyesel seumur hidup udah bikin org bnyak celaka,0
ga tau manusia pada mau kemana cepat lewat perlintasan dari perbuatan  orang banyak nyawa yg jdi korban,0,0,0,positif,103,ga tau manusia pada mau kemana cepat lewat perlintasan dari perbuatan orang banyak nyawa yg jdi korban,2
"ada  kesalahan
 si taksi toll yang gk sabaran
 sinyal kai error",0,1,1,negatif,63,ada kesalahan si taksi toll yang gk sabaran sinyal kai error,0
aku jadi paham kereta dari arah kiri nabrak taxi lalu brenti dan kreta cikarang nurunin penumpang tapi belum mau lanjut jalan karna didepan ada taxi yg di tabrak nah si argo bromo kreta cepat ini menabrak kreta cikarang yg lagi ngetem karna lampu signal juga eror katanya jadi lampu hijau si argo melaju kencang,0,0,0,netral,311,aku jadi paham kereta dari arah kiri nabrak taxi lalu brenti dan kreta cikarang nurunin penumpang tapi belum mau lanjut jalan karna didepan ada taxi yg di tabrak nah si argo bromo kreta cepat ini menabrak kreta cikarang yg lagi ngetem karna lampu signal juga eror katanya jadi lampu hijau si argo melaju kencang,1
itu yg kata nya mau rencanaain mobil bbm di ganti ke mobil listrikgmne tuh yakin ttp paksa mau pindah aliran ke mobil listrikyg udah jelasdi indonesia kurang bagus atau efektifbuat urusin rakyat nya ajje kagak becus begaya mau pindah aliran ke mobil listrik hadeuh,0,0,0,negatif,264,itu yg kata nya mau rencanaain mobil bbm di ganti ke mobil listrikgmne tuh yakin ttp paksa mau pindah aliran ke mobil listrikyg udah jelasdi indonesia kurang bagus atau efektifbuat urusin rakyat nya ajje kagak becus begaya mau pindah aliran ke mobil listrik hadeuh,0
"kesimpulan
 taksi hijau menerobos akhirnya berhenti mendadak karena gangguan elektromagnetik
  krl tujuan cikarang yang sedang berhenti nurunin penumpang belum bisa jalan lagi karena rell belum steril masih ada evakuasi  banyak manusia kepo sama insiden taksi
  sistem kai yang eror harusnya udah ngasih signal kalau sedang ada insiden
  argo bromo melintas dengan kecepatan  kmjam karena emang enggak berhenti di stasiun bekasi timur
  dengan sistem yang eror  kecepatan tinggi agro brimo tidak bisa ngerem karena jarak yang terlalu deket",0,0,0,netral,539,kesimpulan taksi hijau menerobos akhirnya berhenti mendadak karena gangguan elektromagnetik krl tujuan cikarang yang sedang berhenti nurunin penumpang belum bisa jalan lagi karena rell belum steril masih ada evakuasi banyak manusia kepo sama insiden taksi sistem kai yang eror harusnya udah ngasih signal kalau sedang ada insiden argo bromo melintas dengan kecepatan kmjam karena emang enggak berhenti di stasiun bekasi timur dengan sistem yang eror kecepatan tinggi agro brimo tidak bisa ngerem karena jarak yang terlalu deket,1
itu kan taxi tenaga listrik iya cmn mau bilangin buat semua orang yang punya mobil listrik utamain isi baterai nya seblm berangkat bagi owner taxi tersebut mohon sediain tempat isi listrik nya walaupun udah ada tapi kita masih jarang lihat dan kalo ada pasti jauh di tmpt dan pastiin mobil nya aman bagi penumpang lain ,0,0,0,positif,319,itu kan taxi tenaga listrik iya cmn mau bilangin buat semua orang yang punya mobil listrik utamain isi baterai nya seblm berangkat bagi owner taxi tersebut mohon sediain tempat isi listrik nya walaupun udah ada tapi kita masih jarang lihat dan kalo ada pasti jauh di tmpt dan pastiin mobil nya aman bagi penumpang lain,2
lho ternyata beda jalur berarti bner vt ibu ya yg blg kereta ke berhenti ga mau maju karena byk penumpang yg turun bkn krena ada kereta di dpn dilintasan yg samaizin,0,0,0,netral,165,lho ternyata beda jalur berarti bner vt ibu ya yg blg kereta ke berhenti ga mau maju karena byk penumpang yg turun bkn krena ada kereta di dpn dilintasan yg samaizin,1
yang satu itu berhenti karna di depan lagi rame kah,0,1,1,netral,51,yang satu itu berhenti karna di depan lagi rame kah,1
gara gara taksi ijo sialan,0,0,0,negatif,26,gara gara taksi ijo sialan,0
maaf nanya tapi klo signal error apa ga ada yg memantau bukan slalo rel kek gini ada head office yg liat rel nya dimana lagi apa kecepatan berapa gitu trus di depan rel nya itu tempat nyetir apa ga ada telepon untuk nyuruh yg argo itu henti gitu kah,0,0,0,netral,249,maaf nanya tapi klo signal error apa ga ada yg memantau bukan slalo rel kek gini ada head office yg liat rel nya dimana lagi apa kecepatan berapa gitu trus di depan rel nya itu tempat nyetir apa ga ada telepon untuk nyuruh yg argo itu henti gitu kah,1
hi im from so paulo can you do the accidenttrain colision that happened here at the perus station on line ruby it was one of the most fatal accident of the cptmso paulo metropolitan trains company,0,0,0,netral,196,hi im from so paulo can you do the accidenttrain colision that happened here at the perus station on line ruby it was one of the most fatal accident of the cptmso paulo metropolitan trains company,1
ooo bekasi kirain jakarta,0,0,0,netral,25,ooo bekasi kirain jakarta,1
sumpa demi allah saya akan like komentar ini ,0,0,0,negatif,45,sumpa demi allah saya akan like komentar ini,0
yaallah allahuakbarsemoga korban husnul khotimah,0,0,0,positif,48,yaallah allahuakbarsemoga korban husnul khotimah,2
tetap yg salh,0,0,0,negatif,13,tetap yg salh,0
rc thi ca vn i ti u bo ti  ko l lm dm ba  lm lt ve chai v rp nhng lun o ch,0,1,1,netral,74,rc thi ca vn i ti u bo ti ko l lm dm ba lm lt ve chai v rp nhng lun o ch,1
separo badan kereta masukk dlm kerta,0,0,0,netral,36,separo badan kereta masukk dlm kerta,1
bisa diliat dari kereta api waktu nabrak taxi itu sampe jalannya jadi agak lambat itu udah buang waktuyang harusnya kereta api itu udah masuk ke jalur kanan jadi terhenti gara gara taxi itumakannya kereta api dari depan maju,0,0,0,negatif,224,bisa diliat dari kereta api waktu nabrak taxi itu sampe jalannya jadi agak lambat itu udah buang waktuyang harusnya kereta api itu udah masuk ke jalur kanan jadi terhenti gara gara taxi itumakannya kereta api dari depan maju,0
taksi itu lagi,0,1,1,negatif,14,taksi itu lagi,0
katanya emg ga ad palang jd taxi nya gtau kl ad kereta api lewat jd gmn tuh bener ap salah,0,0,0,negatif,90,katanya emg ga ad palang jd taxi nya gtau kl ad kereta api lewat jd gmn tuh bener ap salah,0
kalo aku boleh saran buat pemerintah bisa bikin aja jalan kayak jembatan sedikit aja ngak usah banyak buat meminimalisir budget diatas kereta itu jadi kereta lewat di bawah kolong jembatan itu  jembatan itu fungsinya buat kendaraan mobil  motor lewat jadi ngak usah pakai sistem buka tutup lagi karena sudah punya jalur sendiri kalo masih pakai sistem buka tutup jalan rel kereta mau sampe kapan pasti akan selalu ada korbann,0,0,0,positif,425,kalo aku boleh saran buat pemerintah bisa bikin aja jalan kayak jembatan sedikit aja ngak usah banyak buat meminimalisir budget diatas kereta itu jadi kereta lewat di bawah kolong jembatan itu jembatan itu fungsinya buat kendaraan mobil motor lewat jadi ngak usah pakai sistem buka tutup lagi karena sudah punya jalur sendiri kalo masih pakai sistem buka tutup jalan rel kereta mau sampe kapan pasti akan selalu ada korbann,2
ya allah tembus,0,0,0,positif,15,ya allah tembus,2
gimana keadaan masinisnya ,0,1,1,positif,26,gimana keadaan masinisnya,2
thanks bgt jadi kebayang,0,0,0,positif,24,thanks bgt jadi kebayang,2
baru paham kronologi nya setelah nonton ini,0,0,0,positif,43,baru paham kronologi nya setelah nonton ini,2
tersangka lainnya juga pemerintah terutama pemda karena ngebiarin ada perlintasan liar ga ada solusinya,0,0,0,negatif,103,tersangka lainnya juga pemerintah terutama pemda karena ngebiarin ada perlintasan liar ga ada solusinya,0
ya allah allahuakbar ,0,0,0,positif,21,ya allah allahuakbar,2
loh kereta yang ditabrak bukan kereta yang menabrak taxi,0,1,1,netral,56,loh kereta yang ditabrak bukan kereta yang menabrak taxi,1
"ini pelajaran buat roda  or roda  klo tau kereta mau lewat lbh baik stop jng maksain buat nerobos yak
yg rugi bkn anda melainkan nyawa org lain
dr kisah tragedi diatas ttp mobil taksi yg salah",0,0,0,negatif,192,ini pelajaran buat roda or roda klo tau kereta mau lewat lbh baik stop jng maksain buat nerobos yak yg rugi bkn anda melainkan nyawa org lain dr kisah tragedi diatas ttp mobil taksi yg salah,0
semua kejadian udah terjadi udah ada yg ngatur dan udah takdirnya sebaiknya jgn saling mnyalahkan ,0,0,0,positif,98,semua kejadian udah terjadi udah ada yg ngatur dan udah takdirnya sebaiknya jgn saling mnyalahkan,2
" kesalahan mengakibatkan bencana lainnya intinya kereta beda jalur pasti ada kendala mau melanjutkan perjalanan nyadihatam lah dari belakang karena banyak kemungkinanbisa nunggu informasi didepan atau lampu palang bermasalah karena ada tabrakan mobil dan kereta api belum jalan bisa jadi
penjaga bisa ada terfokus di mobil yang ditabrak tidak menyadari ada laju lain lagi perlu jalan dan waktu kereta terlambatbisa jadi",0,0,0,netral,419,kesalahan mengakibatkan bencana lainnya intinya kereta beda jalur pasti ada kendala mau melanjutkan perjalanan nyadihatam lah dari belakang karena banyak kemungkinanbisa nunggu informasi didepan atau lampu palang bermasalah karena ada tabrakan mobil dan kereta api belum jalan bisa jadi penjaga bisa ada terfokus di mobil yang ditabrak tidak menyadari ada laju lain lagi perlu jalan dan waktu kereta terlambatbisa jadi,1
intinya taxi salah kereta api dua duanya juga salah simple,0,1,1,negatif,58,intinya taxi salah kereta api dua duanya juga salah simple,0
pray for bekasi timur,0,0,0,positif,21,pray for bekasi timur,2
gua mah gak tau,0,0,0,netral,15,gua mah gak tau,1
ngapain taxi berhenti disitu  astaghfirullah,0,0,0,negatif,44,ngapain taxi berhenti disitu astaghfirullah,0
trus supir taxinya die or no,0,0,0,negatif,28,trus supir taxinya die or no,0
"sinyal error kakbukan telat ngasi signal knapa signal bisa error karena taxi listrik itu masalahnya yang ditabrak mobil listrik bukan mobil bensin evakuasi mobil listrik memerlukan pemadaman dijalur tersebut untuk keselamatan
lalu di stasiun bekasi timur ada  jenis kereta yang melaju krl dan kereta jarak jauh krl dan kereta jarak jauh memiliki komunikasi yang berbeda
ada laporan setelah tabrakan dg mobil listrik listrik disekitar sempat padam sesaat otomatis sensor axle counter atau track circuit pasti mendeteksi clear ada error yang terjadi
krl bisa jadi masih pakai komunikasi rf juga pastilah ada keterlambatan kalau laporan pakai rf aja
banyak hal teknis yang perlu ditelusuri tp signal error akibat taksi itu valid
efek dominonya langsung terasa apalagi dijalur bkst itu ada  kalau sensor  rel bermasalah ya wassalam aja",0,0,0,netral,831,sinyal error kakbukan telat ngasi signal knapa signal bisa error karena taxi listrik itu masalahnya yang ditabrak mobil listrik bukan mobil bensin evakuasi mobil listrik memerlukan pemadaman dijalur tersebut untuk keselamatan lalu di stasiun bekasi timur ada jenis kereta yang melaju krl dan kereta jarak jauh krl dan kereta jarak jauh memiliki komunikasi yang berbeda ada laporan setelah tabrakan dg mobil listrik listrik disekitar sempat padam sesaat otomatis sensor axle counter atau track circuit pasti mendeteksi clear ada error yang terjadi krl bisa jadi masih pakai komunikasi rf juga pastilah ada keterlambatan kalau laporan pakai rf aja banyak hal teknis yang perlu ditelusuri tp signal error akibat taksi itu valid efek dominonya langsung terasa apalagi dijalur bkst itu ada kalau sensor rel bermasalah ya wassalam aja,1
ya allah ngilu liatn,0,0,0,positif,20,ya allah ngilu liatn,2
" nya salah
taxi salah
kai juga salah
husnul khatomah untu semua yang md ",0,0,0,positif,72,nya salah taxi salah kai juga salah husnul khatomah untu semua yang md,2
kenapa bisa si taxi ijo itu berada disana,0,0,0,negatif,41,kenapa bisa si taxi ijo itu berada disana,0
blitar skrng hadehhh,0,0,0,netral,20,blitar skrng hadehhh,1
kawal terus hasil investigasinya,0,0,0,positif,32,kawal terus hasil investigasinya,2
ketauan taksi nya eror liat dong di vt banyak supir nya rekam pas lagi eror sebelum kajadian sinyal memang hijau terus pas kajj lewat sensor langsung merah karna ada kajj,0,0,0,negatif,170,ketauan taksi nya eror liat dong di vt banyak supir nya rekam pas lagi eror sebelum kajadian sinyal memang hijau terus pas kajj lewat sensor langsung merah karna ada kajj,0
 krta nya  april,0,1,1,negatif,16,krta nya april,0
coba kereta api ada pengereman mungkin nggak sampai ke gini,0,0,0,negatif,59,coba kereta api ada pengereman mungkin nggak sampai ke gini,0
oh jadi bedaaa jalur yaaaa tabrakan nya sy kira krl yang nabrak taxi belakangnya di tabrak argo bromo,0,0,0,netral,101,oh jadi bedaaa jalur yaaaa tabrakan nya sy kira krl yang nabrak taxi belakangnya di tabrak argo bromo,1
harsunya lampunya kuning ya bearti,0,0,0,netral,34,harsunya lampunya kuning ya bearti,1
itu ular ya,0,0,0,netral,11,itu ular ya,1
